subject,subject_type,predicate,object,object_type,injury_context,sentence,source_url
Jack Wilshere Fibula fracture 2015-16,INJURY,injuryDate,2015-08-08,DATE,True,"Jack Wilshere is a professional football player who represented England and played for Arsenal FC during the 2015-16 season. During the Premier League, Jack Wilshere suffered an Fibula fracture that affected the fibula. The injury was reported on 201",https://en.wikipedia.org/wiki/Jack_Wilshere
Jack Wilshere Fibula fracture 2015-16,INJURY,recoveryDays,161,NUMBER,True,"Jack Wilshere is a professional football player who represented England and played for Arsenal FC during the 2015-16 season. During the Premier League, Jack Wilshere suffered an Fibula fracture that affected the fibula. The injury was reported on 201",https://en.wikipedia.org/wiki/Jack_Wilshere
Jack Wilshere Fibula fracture 2015-16,INJURY,gamesAbsent,27,NUMBER,True,"Jack Wilshere is a professional football player who represented England and played for Arsenal FC during the 2015-16 season. During the Premier League, Jack Wilshere suffered an Fibula fracture that affected the fibula. The injury was reported on 201",https://en.wikipedia.org/wiki/Jack_Wilshere
Thiago Alcantara,PERSON,playsFor,Liverpool FC,ORG,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Thiago Alcantara,PERSON,represents,Spain,GPE,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Thiago Alcantara,PERSON,suffersInjury,Thiago Alcantara Meniscus tear 2020-21,INJURY,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Thiago Alcantara Meniscus tear 2020-21,INJURY,injuryType,MeniscusTear,INJURY_TYPE,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Thiago Alcantara Meniscus tear 2020-21,INJURY,affectsBodyPart,meniscus,BODY_PART,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Thiago Alcantara Meniscus tear 2020-21,INJURY,occuredDuring,Premier League,COMPETITION,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Thiago Alcantara Meniscus tear 2020-21,INJURY,injuryDate,2020-10-17,DATE,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Thiago Alcantara Meniscus tear 2020-21,INJURY,recoveryDays,84,NUMBER,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Thiago Alcantara Meniscus tear 2020-21,INJURY,gamesAbsent,14,NUMBER,True,"Thiago Alcantara is a professional football player who represented Spain and played for Liverpool FC during the 2020-21 season. During the Premier League, Thiago Alcantara suffered an Meniscus tear that affected the meniscus. The injury was reported ",https://en.wikipedia.org/wiki/Thiago_Alcantara
Ousmane Dembele,PERSON,playsFor,FC Barcelona,ORG,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
Ousmane Dembele,PERSON,represents,France,GPE,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
Ousmane Dembele,PERSON,suffersInjury,Ousmane Dembele Hamstring strain 2019-20,INJURY,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
Ousmane Dembele Hamstring strain 2019-20,INJURY,injuryType,HamstringStrain,INJURY_TYPE,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
Ousmane Dembele Hamstring strain 2019-20,INJURY,affectsBodyPart,hamstring,BODY_PART,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
Ousmane Dembele Hamstring strain 2019-20,INJURY,occuredDuring,La Liga,COMPETITION,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
Ousmane Dembele Hamstring strain 2019-20,INJURY,injuryDate,2020-02-03,DATE,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
Ousmane Dembele Hamstring strain 2019-20,INJURY,recoveryDays,191,NUMBER,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
Ousmane Dembele Hamstring strain 2019-20,INJURY,gamesAbsent,29,NUMBER,True,"Ousmane Dembele is a professional football player who represented France and played for FC Barcelona during the 2019-20 season. During the La Liga, Ousmane Dembele suffered an Hamstring strain that affected the hamstring. The injury was reported on 2",https://en.wikipedia.org/wiki/Ousmane_Dembele
